,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,MSE,RSME,R^2,Relative_RSME,Relative CV RSME,reg_alpha,reg_lambda
0,400.0,10.0,0.1,0.8,0.6,26432.05183631144,162.5793708817679,0.7443861961364746,0.14956272338316495,0.2767484990202804,,
1,400.0,10.0,0.1,0.8,0.6,26424.364485037833,162.5557273215491,0.7443903088569641,0.14954097280535417,0.27681657108889085,0.1,
2,400.0,10.0,0.1,0.8,0.6,26424.364485037833,162.5557273215491,0.7443903088569641,0.14954097280535417,0.27681657108889085,0.1,1.0
3,700.0,10.0,0.1,0.8,0.6,19059.27047560171,138.05531672341237,0.8281224966049194,0.12700214691871753,0.27839703351363365,0.1,1.0
4,700.0,6.0,0.1,0.8,0.6,40484.77537276111,201.2082885289796,0.5707156658172607,0.1850988808509073,0.2765553759872247,0.1,1.0
